가산디지털단지역, 37.4817, 126.8827
철산역, 37.4769, 126.8827
광명사거리역, 37.4173, 126.8644
천왕역, 37.4007, 126.8556
온수역, 37.3402, 126.8225
까치울역, 37.3274, 126.8467
부천종합운동장역, 37.5088, 126.7660
춘의역, 37.5265, 126.7349
신중동역, 37.5265, 126.7429
부천시청역, 37.5034, 126.7660
상동역, 37.4769, 126.7566
삼산체육관역, 37.4784, 126.7405
굴포천역, 37.4769, 126.7293
부평구청역, 37.5069, 126.7218
암사역, 37.5513, 127.1239
천호역, 37.5384, 127.1239
강동구청역, 37.5301, 127.1238
몽촌토성역, 37.5205, 127.1136
잠실역, 37.5133, 127.1000
석촌역, 37.5048, 127.1086
송파역, 37.5048, 127.1173
가락시장역, 37.4925, 127.1182
문정역, 37.4862, 127.1224
장지역, 37.4783, 127.1260
복정역, 37.4701, 127.1259
산성역, 37.4408, 127.1470
남한산성입구역, 37.4444, 127.1259
단대오거리역, 37.4444, 127.1346
신흥역, 37.4444, 127.1433
수진역, 37.4408, 127.1493
모란역, 37.4320, 127.1294
개화역, 37.5578, 126.7958
김포공항역, 37.5583, 126.7906
공항시장역, 37.5617, 126.8056
신방화역, 37.5578, 126.8129
마곡나루역, 37.5596, 126.8264
양천향교역, 37.5519, 126.8413
가양역, 37.5615, 126.8549
증미역, 37.5519, 126.8659
등촌역, 37.5514, 126.8734
염창역, 37.5468, 126.8749
신목동역, 37.5342, 126.8749
선유도역, 37.5342, 126.9015
당산역, 37.5342, 126.9023
국회의사당역, 37.5293, 126.9165
여의도역, 37.5219, 126.9245
샛강역, 37.5186, 126.9350
노량진역, 37.5142, 126.9423
노들역, 37.5088, 126.9459
흑석역, 37.5058, 126.9575
동작역, 37.5124, 126.9393
구반포역, 37.5034, 127.0086
신반포역, 37.5000, 127.0047
고속터미널역, 37.5048, 127.0047
사평역, 37.4924, 127.0086
신논현역, 37.4943, 127.0224
언주역, 37.4979, 127.0362
선정릉역, 37.5044, 127.0493
삼성중앙역, 37.5088, 127.0632
봉은사역, 37.5151, 127.0632
종합운동장역, 37.5110, 127.0737
삼전역, 37.5044, 127.0842
석촌고분역, 37.5015, 127.1086
석촌역, 37.5048, 127.1086
송파나루역, 37.5151, 127.1165
한성백제역, 37.5244, 127.1224
올림픽공원역, 37.5205, 127.1259
둔촌오륜역, 37.5274, 127.1359
중앙보훈병원역, 37.5577, 127.1623
